"logFC" "logCPM" "PValue" "de1"
"51" -0.37964291956495 8.05241124351179 0.134008679593843 0
"52" -0.379642098084272 8.05241124351179 0.134047871778755 0
"53" -0.379648003610537 8.05241124351179 0.133766428607315 0
"54" -0.379637758072057 8.05241124351179 0.134255158073885 0
"55" -0.3661817264636 8.05877951233736 0.156867096559987 0
"56" -0.920554396602129 10.9385311953405 1.48551466913625e-13 -1
"57" -0.820329178922205 9.89734196730725 1.01467894286785e-05 -1
"58" -1.10288892152081 10.3169620616758 8.58163391539695e-22 -1
"59" -1.10289257756671 10.3169620616758 8.77111094315725e-22 -1
"60" -1.10289468914778 10.3169620616758 8.88244631325128e-22 -1
"61" -0.432398759982104 9.66743497381114 0.00105187137468989 -1
"62" -0.436813050308399 9.66971619652265 0.000841555236093547 -1
"63" -0.43680635575385 9.66971619652265 0.000845405120684878 -1
"64" -0.436832433411071 9.66971619652265 0.000830511409646744 -1
"65" -0.436813263499482 9.66971619652265 0.000841432936173065 -1
"66" -0.436833868646332 9.66971619652265 0.000829699706042152 -1
"67" -0.43240037119932 9.66743497381114 0.00105076341637721 -1
"68" -1.77882269810313 12.7036354076155 1.34887356801522e-135 -1
"69" -1.66307717911542 11.0806224834726 1.27436369473013e-74 -1
"70" -1.56414892592397 10.5506060532863 3.08824250491487e-52 -1
"71" -3.44585062158002 9.11192243444714 1.0570129355737e-84 -1
"72" -3.44584967723033 9.11192243444714 9.93051121856823e-85 -1
"73" -4.37717813968455 11.3593405014522 5.03910745419725e-242 -1
"74" -3.53741694056909 7.68150051138871 6.78755590845958e-32 -1
"75" -2.56274120305193e-15 3.81610492262238 1 0
"76" 0.803233583234567 9.37890143245186 5.12859281220761e-07 1
"77" 0.803244333752565 9.37890143245186 5.22678881220279e-07 1
"78" 0.958941547055153 11.012736236324 2.32229004823922e-19 1
"79" 0.458194473527792 10.6261825519732 8.21836335567931e-06 1
"80" -0.396839707494068 10.2220587760868 0.00145844527421582 -1
"81" -0.396824265827754 10.2220587760868 0.00144023093455384 -1
"82" -0.647811044430339 11.986587798826 3.99555867724038e-17 -1
"83" 0.221512852626423 9.35066301938003 0.15559287703108 0
"84" -0.505909279125485 6.65950699083014 0.210030276710537 0
"85" -0.429719367074276 12.5895772359752 4.36479353279534e-07 -1
"86" 0.342960114176303 11.0456949788397 0.000454084921070808 1
"87" 0.209649656402073 10.1860721515573 0.0525539564920633 0
"88" -0.177314777333305 9.79041198828216 0.21839204184067 0
"89" -2.57050425847502 10.7470097341325 5.74224788009195e-115 -1
"90" -2.58766824150309 10.6771959267163 5.39190312101777e-125 -1
"91" -0.158947361535874 11.4071021423084 0.0643025935304449 0
"92" -0.158933485081712 11.4071021423084 0.0638990107456112 0
"93" -1.50816062378145 5.96700797116966 0.101476663575866 0
"94" -0.620859326005522 10.7923856872502 2.38515820651987e-11 -1
"95" 0.138155402030893 8.1519481756307 0.642590122183483 0
"96" 0.138195683598238 8.1519481756307 0.641436265417278 0
"97" 0.138195549429948 8.1519481756307 0.641440096826748 0
"98" 0.138204373334453 8.1519481756307 0.641188282268932 0
"99" 0.138210390617644 8.1519481756307 0.641016757164716 0
"100" 0.13821196668453 8.1519481756307 0.640971856796876 0
"101" 0.138196472071083 8.1519481756307 0.641413750789731 0
"102" 0.13817864839665 8.1519481756307 0.641923365376232 0
"103" 0.138239965574298 8.1519481756307 0.640175997518 0
"104" 0.0459586150121503 12.047264173129 0.599652117184973 0
"105" 0.0459570950723528 12.047264173129 0.599725049137184 0
"106" 0.0459555620120842 12.047264173129 0.59979862616623 0
"107" -0.209513508756976 11.7049682511275 0.0108076880064206 -1
"108" -0.209509177982523 11.7049682511275 0.0107306793171538 -1
"109" -0.209504868457734 11.7049682511275 0.0106546592618219 -1
"110" -0.217993692846418 11.8387602509069 0.00671336222297668 -1
"111" -0.0140541843674597 10.8149903576895 0.876159510632892 0
"112" 0.625423054060798 5.65884406463862 0.528612809209053 0
"113" -0.121201548899693 6.69121896336039 0.833823126704789 0
"114" -4.1181782804043 10.5301692012124 5.86821316319977e-29 -1
"115" -4.1182012494842 10.5301692012124 5.51600988915372e-29 -1
"116" -4.11822428554713 10.5301692012124 5.18386148818269e-29 -1
"117" -4.11824738895945 10.5301692012124 5.02699648275995e-29 -1
"118" -0.258004566007594 10.6087569412407 0.0304064491553822 -1
"119" -0.250311162192382 11.40821833204 0.00321720799120262 -1
"120" -3.41314920354794 11.5435278953201 1.19989746265006e-29 -1
"121" -3.41314441305443 11.5435278953201 1.24365858351472e-29 -1
"122" -3.41314165966004 11.5435278953201 1.2695269768533e-29 -1
"123" -3.41313888366112 11.5435278953201 1.29615064704861e-29 -1
"124" -3.41313608477923 11.5435278953201 1.32355716087823e-29 -1
"125" -3.4131332627313 11.5435278953201 1.351775281287e-29 -1
"126" 0.191073131691509 10.5201844582595 0.142766973573215 0
"127" 0.131245884965498 10.3386062901467 0.33276953389774 0
"128" 0.191074464847416 10.5201844582595 0.14235909139944 0
"129" 0.131246063474802 10.3386062901467 0.332371210765706 0
"130" 1.63686921650597 5.08719783952555 0.128080800494374 0
"131" -1.3072507575309 10.741155294437 2.39530650415025e-33 -1
"132" 1.42945259047637 9.58207318252116 2.95953633755809e-18 1
"133" 0.61451922092819 12.4192098268504 1.12394895371911e-09 1
"134" 4.43410631011812 8.82879629797741 1.74943380094758e-58 1
"135" 4.43410638214672 8.82879629797741 1.7020672080244e-58 1
"136" 4.43410654034053 8.82879629797741 1.60012104785735e-58 1
"137" 4.43410688352918 8.82879629797741 1.38837144096188e-58 1
"138" -0.143598891126073 9.09495764891208 0.423506165515487 0
"139" -0.140754526572952 9.15978753563468 0.447545077377319 0
"140" -1.00164389892732 8.11930786798809 9.012936961047e-05 -1
"141" -1.00164220593261 8.11930786798809 8.82764078029252e-05 -1
"142" -0.375523199458398 10.5959180591577 0.000501503453931995 -1
"143" -0.37552222733981 10.5959180591577 0.00050114746349474 -1
"144" -0.375521324497258 10.5959180591577 0.000500817072195169 -1
"145" -3.7610371431675 9.85278856041268 1.1435508512245e-119 -1
"146" 0.0685088311069514 11.126572185122 0.447165096377508 0
"147" 0.0685088140395806 11.126572185122 0.447374672566369 0
"148" 0.163235794554642 9.86003564911518 0.242399243280175 0
"149" 0.0685087980578857 11.126572185122 0.447585305889332 0
"150" 0.0685088123574652 11.126572185122 0.447396134515463 0
"151" 0.163239523670014 9.86003564911518 0.242694511194128 0
"152" 0.0685087823053075 11.126572185122 0.447809938099407 0
"153" 0.0685087893351501 11.126572185122 0.447707337343721 0
"154" 0.0685087966655574 11.126572185122 0.447604421335942 0
"155" -0.437846254371454 8.1131248682972 0.0579846104286931 0
"156" -0.437847353486741 8.1131248682972 0.057910647159301 0
"157" -0.437769037357285 8.1131248682972 0.0634413753208194 0
"158" 4.67889717905448 6.03694151294615 5.91175450041682e-05 1
"159" -0.618490303773015 9.56814984777322 1.50832110657997e-06 -1
"160" -0.618485341504752 9.56814984777322 1.52817808809467e-06 -1
"161" -0.43656008230613 8.56947530737005 0.0278342072869355 -1
"162" -0.618491340223594 9.56814984777322 1.50420609111867e-06 -1
"163" 1.15000857520034 5.84522782449465 0.151602795554372 0
"164" -1.31387815942553 11.3143740394638 3.73427595929323e-38 -1
"165" -1.3146589894224 11.3129032440421 5.35618653337696e-38 -1
"166" -1.31464650598228 11.3129032440421 6.47960240674055e-38 -1
"167" -1.13836640669815 10.8498607791567 8.33170981004498e-25 -1
"168" 0.665398467853791 9.50438462511155 7.25277316139558e-07 1
"169" 0.665403444287999 9.50438462511155 7.20513536613169e-07 1
"170" 0.665394046954041 9.50438462511155 7.29535311824398e-07 1
"171" -0.0573029240015772 9.90384891349166 0.687634123049211 0
"172" -0.0573175127864542 9.90384891349166 0.687259061057122 0
"173" -0.0573320744076544 9.90384891349166 0.686885181093014 0
"174" -0.0573465554684225 9.90384891349166 0.686513847394654 0
"175" -0.0573609567297605 9.90384891349166 0.686145031156974 0
"176" -0.0573752789645862 9.90384891349166 0.685778703467316 0
"177" -0.435564842293532 9.64443510719244 0.00340587995285088 -1
"178" -0.435562240003553 9.64443510719244 0.00341521049339117 -1
"179" -0.435559668994951 9.64443510719244 0.00342445458866822 -1
"180" -0.0339702368790935 10.2464791194505 0.761695192597949 0
"181" -0.0339712966933207 10.2464791194505 0.761532568738837 0
"182" -0.0339724187308453 10.2464791194505 0.761360804938274 0
"183" -0.0339732598049585 10.2464791194505 0.761232325551668 0
"184" -0.033967550733283 10.2464791194505 0.76210905837021 0
"185" 0.0729227838333545 11.386136949522 0.395292776779302 0
"186" 0.0233252216609661 9.63909219556623 0.871204649007941 0
"187" 0.0233121187937826 9.63909219556623 0.871148997097954 0
"188" 0.0232847397968485 9.63909219556623 0.871032789279148 0
"189" 0.0304197315469291 9.63227561143066 0.849912517014139 0
"190" 0.030384074829597 9.63227561143066 0.849738729415694 0
"191" -0.889515135803751 8.03985204627334 0.00501516693908226 -1
"192" -0.159994153642351 12.7948492566042 0.0194844489141554 -1
"193" -0.130148177919515 12.7529713831633 0.0560037809362237 0
"194" -0.130150882209677 12.7529713831633 0.0564812993629246 0
"195" -0.408085152023106 12.2279033735875 0.000163486419607 -1
"196" -0.40808921024951 12.2279033735875 0.00015964794937937 -1
"197" 6.88568197408608 8.82097195999616 6.48500203425186e-63 1
"198" 1.80085205550688 8.03761175070043 7.11510101101939e-12 1
"199" 1.69009296769103 10.0676037912025 9.04985914471244e-29 1
"200" -1.0920258976635 12.3175630806394 7.87533749830998e-52 -1
"201" -1.09202924060926 12.3175630806394 1.02636798193385e-51 -1
"202" -1.09203278246396 12.3175630806394 1.35894527989968e-51 -1
"203" -0.791021851163611 12.8707765591857 1.72656267331702e-23 -1
"204" -0.791023240100604 12.8707765591857 2.02065898822131e-23 -1
"205" -1.09203885559108 12.3175630806394 2.19921337297226e-51 -1
"206" -4.04694275804377 9.99609973484741 1.1968357004762e-06 -1
"207" 1.7778088210667 5.75313870607946 0.0680990103365861 0
"208" 1.7778088210667 5.75313870607946 0.0680990103365861 0
"209" 1.66742283125661 5.68904681324096 0.0920433951581613 0
"210" 2.99884364906967 7.67155233666933 1.94800636913656e-15 1
"211" 2.99887531605025 7.67155233666933 1.84503227198371e-15 1
"212" 2.99894359696058 7.67155233666933 1.64240699065059e-15 1
"213" 0.338472079653743 10.320600483032 0.00130723248315313 1
"214" 0.338471324472599 10.320600483032 0.00131340895963152 1
"215" 0.338470073238493 10.320600483032 0.00132374997449226 1
"216" 0.339769460511611 10.3138981127473 0.00125133772597108 1
"217" 1.74211388203005 9.6291759523074 1.584946407801e-33 1
"218" 1.19405507160208 11.3446635108379 1.99884341893531e-30 1
"219" 1.19404365525872 11.3446635108379 2.31405019823022e-30 1
"220" -1.2067725292356 11.4682053962772 1.15441512322995e-48 -1
"221" -1.20677372926353 11.4682053962772 1.20810500064851e-48 -1
"222" 0.306439835642837 9.25799143187391 0.0430839111204744 0
"223" 0.306463304165658 9.25799143187391 0.0428372115231066 0
"224" 0.306487042687339 9.25799143187391 0.0425893993603977 0
"225" -1.08004316972722 10.7071182433783 5.56706075652252e-28 -1
"226" -1.08004369038812 10.7071182433783 5.14753888922552e-28 -1
"227" -1.08004118376951 10.7071182433783 7.50068492184686e-28 -1
"228" 2.72367561833264 6.47035122997453 4.99118097971055e-05 1
"229" 2.60430112247614 6.37348750670888 0.000247725961087925 1
"230" 0.173151369399764 8.66979837833599 0.370878941750451 0
"231" 0.173126609156888 8.66979837833599 0.369935098328085 0
"232" 1.66477082041273 11.2751743972582 2.59005005761028e-50 1
"233" 1.66476421351413 11.2751743972582 3.25102790985716e-50 1
"234" -3.51176716166202 9.36066926461855 7.34321001684569e-08 -1
"235" -3.51176563324936 9.36066926461855 7.3537633834709e-08 -1
"236" 3.43370881794169 6.99358769316152 0.000172750351795511 1
"237" -0.86689783029179 12.7287441412603 4.428923234401e-35 -1
"238" -0.987248495358484 12.4310660832687 7.18468260987773e-33 -1
"239" -0.987255265262198 12.4310660832687 8.33560483735359e-33 -1
"240" 1.00125555838854 9.80044531494262 3.28867341868415e-12 1
"241" -0.243914223134813 11.5147331249917 0.00900665199252871 -1
"242" 0.123908026877882 10.764893903208 0.328613210416085 0
"243" 0.097104302091662 10.8109791547978 0.444192938332194 0
"244" 0.122493822248374 10.7541641377628 0.335026562124454 0
"245" 0.197834910746004 10.4794798615462 0.111941617276442 0
"246" 0.197862077170504 10.4794798615462 0.111336142667505 0
"247" -0.0290151368490428 8.29651382735847 0.909823328103798 0
"248" -0.0290109646062277 8.29651382735847 0.909800572807486 0
"249" 4.29175326368006 7.57086598134582 2.43061849653539e-21 1
"250" 4.29178080012343 7.57086598134582 2.24272192281672e-21 1
"251" 4.26232821357043 7.54484179370393 6.11092819078162e-21 1
"252" 4.2622834419406 7.54484179370393 6.90898109021722e-21 1
"253" 4.26230525904767 7.54484179370393 6.50721151196242e-21 1
"254" 0.303952282141568 11.783335464626 0.000881414109022238 1
"255" 0.21349920574311 11.3173809148372 0.0295401503934025 1
"256" 0.630212080136228 11.2714899230571 1.63399802104858e-12 1
"257" 0.238241420992996 6.70783404986987 0.653657605366088 0
"258" 3.31207001640462 7.2544067021452 3.1573032788513e-06 1
"259" 1.08535116721006 10.1069765904328 2.49099216936412e-13 1
"260" 1.25097103448021 9.86744955177208 9.01359437180726e-16 1
"261" 1.23044989560313 9.81964549268508 7.41404714375575e-14 1
"262" 1.03898403640456 9.42012434734947 1.69662406991114e-08 1
"263" -0.659342461974768 10.2871924343019 2.16688392226494e-10 -1
"264" 1.39277487715466 9.31751842707977 7.48526596305811e-17 1
"265" 1.76711338198131 8.21309990384941 2.93316021493236e-08 1
"266" 1.76711156994243 8.21309990384941 2.91406113794411e-08 1
"267" 1.76710881589152 8.21309990384941 2.88530682745616e-08 1
"268" 0.127954396825672 9.24381569170371 0.452121261636929 0
"269" 0.104397205025673 9.25833607660056 0.543607492535345 0
"270" 0.0967552969331846 9.26139164176292 0.564092024279826 0
"271" 0.0967794045188177 9.26139164176292 0.564391414084137 0
"272" 0.128190745292526 9.24381569170371 0.455498533415897 0
"273" -1.24865897830619 10.8078056996154 7.35240933764832e-34 -1
"274" 1.08321918569032 7.02211075734858 0.0156125810870404 1
"275" 1.08318275512657 7.02211075734858 0.0155342130444578 1
"276" 5.4578241915031 9.7737189859335 3.10689739239656e-136 1
"277" 0.00452407543557956 9.52523477889421 0.999999999999999 0
"278" -3.23968860543534 11.7404325266529 5.09594401701395e-48 -1
"279" -3.03818351583077 10.9479412579541 8.08423888798787e-59 -1
"280" 4.36324203566906 10.8770986395873 2.87137023358549e-195 1
"281" 4.36324549400295 10.8770986395873 1.67569200488513e-195 1
"282" -0.103944742790803 10.704139973465 0.301641386942273 0
"283" -0.10189174041834 10.6904981324941 0.321794944953081 0
"284" -1.61972091752674 7.04284839135623 0.0286433599686561 -1
"285" -1.61980464385434 7.04284839135623 0.028349431725814 -1
"286" -1.61983408628529 7.04284839135623 0.0282467817046761 -1
"287" -3.18470886367384 6.12496231774987 5.68624751133446e-07 -1
"288" -0.229104672886315 10.7356721832317 0.0309086512948632 0
"289" -0.454559013187739 11.0013279117449 5.73901035663994e-07 -1
"290" -0.454560292072973 11.0013279117449 5.81697020794456e-07 -1
"291" -0.45456074107456 11.0013279117449 5.8445952570325e-07 -1
"292" -0.454561191000975 11.0013279117449 5.87241080736887e-07 -1
"293" 2.77721935966297 4.87379981698762 0.0337878764785894 0
"294" -3.94197212910405 11.6449270648323 0 -1
"295" 4.72946118549136 10.1962633833352 3.36901446639192e-122 1
"296" 4.51209613862312 8.5207162407611 1.83811007469554e-46 1
"297" 4.93050388553291 7.85957359759391 4.28742426557882e-34 1
"298" 4.93050536968921 7.85957359759391 4.41805070200699e-34 1
"299" 6.56055605198141 5.92615402717869 2.01611000296594e-06 1
"300" 4.53109885020374 5.9817888264718 4.63770275453162e-05 1
"301" -2.56274120305193e-15 3.81610492262238 1 0
"302" 2.97704837037106 4.13757068351786 0.292640389907872 0
"303" 2.02400150517682 9.17598025603015 4.35151987182994e-33 1
"304" 2.54939003622517 7.19279089933939 9.15171548972997e-11 1
"305" 3.70406948743746 5.36029050381514 0.00214811032221962 1
"306" -0.300106193162038 8.62104164201778 0.131079962320282 0
"307" 0.0674190520498587 9.23253368469807 0.696532392629634 0
"308" 0.0674163388987182 9.23253368469807 0.696657074578359 0
"309" -0.823227205199982 5.44334426573775 0.289228120926731 0
"310" 0.959166195024408 9.20292444716409 2.7706877136269e-08 1
"311" 0.777240729303224 9.32070351266329 1.59463350577833e-06 1
"312" -1.13396327217084 6.04370515253944 0.0406648654932517 0
"313" -1.13393981350497 6.04370515253944 0.0407135687011754 0
"314" -0.72104110718753 7.77202981140632 0.00820479212779869 -1
"315" 0.671477687287246 4.69103442261018 0.796758242265023 0
"316" -3.18603778969335 8.50725431409009 7.79940235272789e-28 -1
"317" -3.18602651739361 8.50725431409009 8.00101942637696e-28 -1
"318" -2.06145231157973 6.5834104856886 5.35531945863259e-05 -1
"319" -0.562907579168324 10.9692044605367 3.54023917885342e-10 -1
"320" -0.562905743999549 10.9692044605367 3.65692694789469e-10 -1
"321" -0.562903902465928 10.9692044605367 3.77787903064458e-10 -1
"322" -0.562902054532766 10.9692044605367 3.90326603206318e-10 -1
"323" -0.562900200165299 10.9692044605367 4.03326594481846e-10 -1
"324" -0.562898339328697 10.9692044605367 4.16806449247326e-10 -1
"325" -0.562897591553399 10.9692044605367 4.2234916446672e-10 -1
"326" -0.562896841855818 10.9692044605367 4.27979997268591e-10 -1
"327" -0.562896090227546 10.9692044605367 4.33700567752975e-10 -1
"328" -0.562895336660131 10.9692044605367 4.39512529653598e-10 -1
"329" -0.592534882410298 10.8502640513751 1.39589627819893e-10 -1
"330" -0.592533320595975 10.8502640513751 1.43059959526509e-10 -1
"331" -0.878175096824517 10.5483142397604 2.70073227978964e-19 -1
"332" 3.68744693043337 4.31851074537353 0.100754603858674 0
"333" -0.233422784949821 9.52495976735982 0.10071035110328 0
"334" -0.23340071366111 9.52495976735982 0.100191137149777 0
"335" -0.233378657845329 9.52495976735982 0.0996749678168355 0
"336" 1.66887298246463 6.31250788158895 0.00165410023715589 1
"337" 1.25803597507143 4.62315812324627 0.387247854905246 0
"338" -1.84146697589915 9.759527452092 1.40896713500829e-46 -1
"339" -1.84143275469671 9.759527452092 2.30823938216631e-46 -1
"340" -4.46727822539891 10.19155241062 7.27754185452648e-174 -1
"341" -4.46727645048103 10.19155241062 1.49744711503132e-174 -1
"342" -0.407034251266252 11.5608838700851 0.0001001463334175 -1
"343" -0.407040026559906 11.5608838700851 0.00010114308747801 -1
"344" -0.407045838415225 11.5608838700851 0.000102156303032143 -1
"345" -0.407051687184281 11.5608838700851 0.000103186340467003 -1
"346" -0.407057573223686 11.5608838700851 0.000104233569883022 -1
"347" -0.120335250604065 8.53974936787297 0.558516924034052 0
"348" -0.120315424507653 8.53974936787297 0.558252003228426 0
"349" -0.563419171745408 6.01457538484312 0.275844912561603 0
"350" 0.0247309347457521 9.38299023684673 0.873660377491163 0
"351" 0.022979297527579 8.44715105245558 0.957587680431535 0
"352" 1.14554649728267 9.53285888585115 2.62287353366362e-15 1
"353" 1.14555776362738 9.53285888585115 2.53636733326359e-15 1
"354" 5.04075582462378 9.68616745628501 3.99795024730467e-119 1
"355" 5.04076126179502 9.68616745628501 5.79999699092059e-119 1
"356" 5.04075549385226 9.68616745628501 3.90881333518903e-119 1
"357" -2.50311947774101 10.9331816345525 1.14945220344205e-115 -1
"358" -2.4372509099628 10.9734615724481 2.00404322726748e-112 -1
"359" -2.48239927676437 10.7666124465684 6.05920413305282e-108 -1
"360" -2.40829190574831 10.9314069142965 8.27270140728159e-105 -1
"361" 2.02368394881756 6.56436009114431 4.16599397108964e-05 1
"362" 2.65908430803791 6.22526553854986 2.58901640303175e-05 1
"363" 0.426204220870169 10.0643319241671 0.000395354428917144 1
"364" -0.0210719350346136 10.3431067562863 0.852399213257401 0
"365" -0.139881368576019 10.0345625164692 0.212951139577487 0
"366" -0.134789603714531 10.0145245708056 0.247365349198141 0
"367" -0.127496875340086 9.53481079215446 0.327932495411289 0
"368" -1.79429329269676 10.275740637352 4.33921691349479e-49 -1
"369" -0.0305576407564968 9.79169777954024 0.81798926226927 0
"370" -0.0305542368499418 9.79169777954024 0.819528854237987 0
"371" 0.011248595107363 9.76314998154673 0.946032388905428 0
"372" 0.0112485830924596 9.76314998154673 0.946037200112088 0
"373" 0.0112485778376997 9.76314998154673 0.946039311571873 0
"374" 0.0112487952876836 9.76314998154673 0.945955365084269 0
"375" 0.0112489829801251 9.76314998154673 0.945887825002098 0
"376" 0.0112490817041163 9.76314998154673 0.945853849916727 0
"377" 0.0112491961286479 9.76314998154673 0.945815659038094 0
"378" 0.0112493265427715 9.76314998154673 0.945773547083926 0
"379" 0.0112493734773213 9.76314998154673 0.945758733542788 0
"380" 0.0112493929246868 9.76314998154673 0.945752646040936 0
"381" 0.0112496563410015 9.76314998154673 0.945672889777952 0
"382" 0.022499271212094 9.41257790615896 0.936667942715339 0
"383" 0.81783186155242 10.6588228106866 6.71747465972628e-13 1
"384" 0.81783432554996 10.6588228106866 6.61758104747172e-13 1
"385" 0.726158945058744 9.0950185159013 0.000764895302903996 1
"386" 0.726162270347842 9.0950185159013 0.000762152492480998 1
"387" 0.726174962707304 9.0950185159013 0.00075178071830179 1
"388" -0.653680916202812 9.5828708759842 2.02756984086586e-06 -1
"389" -0.65367904737724 9.5828708759842 2.02226009220353e-06 -1
"390" -3.59092661103303 9.53421091268557 6.96938270175344e-113 -1
"391" 1.04794384497104 8.48207928650356 8.28451188181738e-06 1
"392" 0.615116910924575 8.96902870844566 0.000163297691117082 1
"393" 0.615118009935555 8.96902870844566 0.000163864160814592 1
"394" 0.615116737209946 8.96902870844566 0.000163208354045143 1
"395" 0.615115476679171 8.96902870844566 0.000162561738501177 1
"396" 0.615125128776138 8.96902870844566 0.000167587418309109 1
"397" 0.927629659778381 7.58008280988833 0.00159279486079208 1
"398" 0.927626667997328 7.58008280988833 0.00156823347313398 1
"399" 0.765794551428487 11.0344791007438 2.78129279355383e-11 1
"400" 0.765802205274276 11.0344791007438 2.68622125852787e-11 1
"401" 0.76579625275047 11.0344791007438 2.75987438127482e-11 1
"402" 0.765790638100613 11.0344791007438 2.83118925100153e-11 1
"403" 0.765798639301517 11.0344791007438 2.73010603319292e-11 1
"404" 0.776928576007424 11.0288068522508 1.44391805074898e-11 1
"405" 1.92740312923355 9.06552993000211 2.19437316233722e-24 1
"406" 0.201715074741443 11.8319103834592 0.0164899983031603 1
"407" -1.4741338811393 5.90838410339731 0.00720834493914472 -1
"408" -3.14358187288466 7.98347548223487 4.25773685343347e-30 -1
"409" -3.14360707271329 7.98347548223487 3.88147067541041e-30 -1
"410" -3.17570332289726 7.90361307619015 3.75225001357605e-31 -1
"411" -3.17569879584659 7.90361307619015 3.81514004023762e-31 -1
"412" 0.123944269451889 10.0377903775371 0.405130155031878 0
"413" -1.39349223607655 7.79086599589754 1.29580060303041e-06 -1
"414" -1.39348600097839 7.79086599589754 1.27975867713834e-06 -1
"415" -3.82956943123978 4.23257232723858 0.100754603858674 0
"416" -0.996570265935971 4.98742938498546 0.385944378522217 0
"417" -0.996694164537025 4.98742938498546 0.385628521530415 0
"418" -0.99686326393294 4.98742938498546 0.385198092279566 0
"419" -0.992916253656294 5.69261749822401 0.182788040560042 0
"420" 4.33142299778064 4.55279042556864 0.0392623851275122 0
"421" -0.273048273117968 5.72479962214223 0.829292697247485 0
"422" 0.97835967388778 5.51408263183134 0.163759419797229 0
"423" 0.978351974179885 5.51408263183134 0.163334560832049 0
"424" 1.29787774168993 9.89948090324241 6.23656715887623e-17 1
"425" -1.40913233741451 4.98897046347428 0.178778066214662 0
"426" 0.690712736829 9.64473427760549 9.28134553356097e-08 1
"427" 3.22946878088837 5.13547331814596 0.0097397125561069 1
"428" 0.328041436589983 11.0450533718502 0.000547772910299131 1
"429" 0.312333256367175 11.0338277939472 0.0010649654977138 1
"430" 0.312325180821507 11.0338277939472 0.00107480540776584 1
"431" 0.312317079158973 11.0338277939472 0.00108477424352673 1
"432" 0.312309317834155 11.0338277939472 0.0010944164576861 1
"433" 0.672485861847163 5.23020066573199 0.567525797806295 0
"434" 0.622089919779319 9.93659509473025 1.73498752438027e-06 1
"435" 0.622084628880543 9.93659509473025 1.70380172808608e-06 1
"436" 0.622075414579753 9.93659509473025 1.65071256495428e-06 1
